filename,question_num,questions
2000-vcaa-exam-2.txt,1,Question 1 – continued
2000-vcaa-exam-2.txt,2,"Question 1 Consider the function f: R+ → R where fxxxe ( ) log=− +663 . a. Find i. f ′(x) 1 mark ii. f ′′(x) 1 mark b. Verify that the graph of y = f(x) has an x-intercept at x = 1. 1 mark c. i. Sketch the graph of y = f(x) on the axes below. 2 marksOy x 3 SPECMATH EXAM 2 TURN OVERii. Find the exact coordinates of any stationary points. 2 marks iii. Find, correct to two decima 1 places, any x-intercepts other than x = 1. 1 mark d. The graph in c.i. has a maximum positive gradient. Find its exact value. 2 marks e. Carefully sketch and label, on the axes in c.i., a curve with equation y = F(x) where F is an antiderivative of f. 2 marks Tota 1 12 marks SPECMATH EXAM 2 4"
2000-vcaa-exam-2.txt,3,"Question 2 Kris wants to move a box of mass 50 kg which is resting on a rough, leve 1 floor. a. If Kris pulls on the box with a horizonta 1 force of 140 N, he can just make the box slide across the floor. Find the coefficient of friction between the box and the floor. 2 marks b. If Kris pulls on the box with a force of P N acting at an angle of 15 ° to the horizontal, what is the least value of P that wil 1 just make the box slide across the floor? Give your answer correct to the nearest integer. 4 marks Tota 1 6 marks 5 SPECMATH EXAM 2 TURN OVERWorking space SPECMATH EXAM 2 6"
2000-vcaa-exam-2.txt,4,"Question 3 Let v = 6 + 8 i and w = 7 + i. a. Plot the points corresponding to v and w on the Argand diagram below, labelling them as V and W respectively. 1 mark b. Let S be defined by S = {z: |z| = 10, z ∈ C}. i. Verify that v ∈ S. 1 mark ii. Sketch S on the Argand diagram in a. 1 mark"
2000-vcaa-exam-2.txt,5,"Question 3 – continuedO –1414 Im z Re z 14 –147 SPECMATH EXAM 2 c. Let u be such that u + i w = w. Find u in cartesian form. 2 marks d. Sketch, on the Argand diagram in a., T = {z: |z| ≤ 10}∩{z: |z – u| = |z – v|}. 2 marks e. Use a vector method to prove that ∠OWV is a right angle. 3 marks Tota 1 10 marks TURN OVER SPECMATH EXAM 2 8"
2000-vcaa-exam-2.txt,6,Question 4 – continued
2000-vcaa-exam-2.txt,7,"Question 4 a. i. Find d dxxx( cos ) . 1 mark ii. Hence show that an antiderivative of x sin x is (sin x – x cos x). 1 mark The Seafresh Company grows and harvests a type of shellfish. The bay in which the shellfish are farmed is very calm so that the water surface is flat. The company has partitioned the bay into pens using nets paralle 1 to eachother and 150 metres apart. The nets extend 60 metres from the straight shoreline and are perpendicular to it. InFigure 1, OB is one such net. Figure 1 The shape of the seabed can be modelled by yxx =+ ( ) – sin 508 , where x metres is the perpendicular distance from the shoreline and y metres is the vertica 1 displacement. The vertica 1 cross-section of the water paralle 1 to the net OB is the shape of the shaded region in Figure 2. Figure 2150 mshoreline pens 60 mO O By x 9 SPECMATH EXAM 2 b. i. How deep is the water 10 metres from the shore? Give your answer correct to the nearest tenth of a metre. 1 mark ii. Use calculus to find, to the nearest square metre, the area of the shaded region shown in Figure 2. 4 marks"
2000-vcaa-exam-2.txt,8,"Question 4 – continued TURN OVER SPECMATH EXAM 2 10 To ensure that the shellfish grow quickly, one unit of a nutrient is added daily to the water for each 500 cubic metres of water in a pen. c. i. To the nearest unit, how many units of nutrient are added daily to each pen? 1 mark ii. If the shape of the seabed is instead modelled by yxx =− +2 16008( sin ), write an expression for the number of units of nutrient that are added daily to each pen and evaluate it to the nearest unit. 2 marks Tota 1 10 marks 11 SPECMATH EXAM 2 Working space TURN OVER SPECMATH EXAM 2 12"
2000-vcaa-exam-2.txt,9,Question 5 – continued
2000-vcaa-exam-2.txt,10,"Question 5 A javelin is thrown by a competitor on leve 1 ground. At time t, the time in seconds measured from the release of the javelin, the position vector ~r()t of the tip of the javelin is given by ri j k~ ~ ~( ) . sin .~tt tttt =+ −  ++ −( ) 19 524821 9 5 52 ππ where i~ is a unit vector in the east direction, j ~ is a unit vector in the north direction and k~ is a unit vector vertically up. The origin O of the coordinate system is at ground leve 1 and displacements are measured in metres. Let P be the point where the tip of the javelin hits the ground. a. Show that the tip of the javelin reaches P in 4 seconds. 1 mark b. How far from O, correct to the nearest centimetre, does the tip of the javelin hit the ground? 2 marks c. Find the velocity of the tip of the javelin at time t = 4. 2 marks 13 SPECMATH EXAM 2 TURN OVERd. At what angle, correct to the nearest tenth of a degree, does the path of the javelin ’s tip make with the ground at P? 3 marks Tota 1 8 marks SPECMATH EXAM 2 14"
2000-vcaa-exam-2.txt,11,Question 6 – continued
2000-vcaa-exam-2.txt,12,"Question 6 A parachutist drops from a bridge and ‘free falls ’ unti 1 reaching a speed of 20 m/s. a. Neglecting the effect of air resistance, find the time spent in ‘free fal 1 ’ and the distance travelled during this period. Give your answers correct to three significant figures. 2 marks Having reached the speed of 20 m/s, the parachute opens and the parachutist, whose mass is m kg, is retarded by a variable force of 0.04 mgv 2 N, where v m/s is her velocity t s after the parachute opens and gm/s 2 is the magnitude of the acceleration due to gravity. b. Taking vertically downwards as positive, write down the equation of motion of the parachutist during this second stage of descent and show that it simplifies to the differentia 1 equation dtgv =− − ( ) 00 4 2 52. 2 marks 15 SPECMATH EXAM 2"
2000-vcaa-exam-2.txt,13,"Question 6 – continued TURN OVERc. i. Solve this differentia 1 equation to obtain t in terms of v. 3 marks ii. Hence show that ve gt=+( ) −− −51 06 10 604 04. ... . 2 marks SPECMATH EXAM 2 16 The parachutist approaches a limiting velocity before she lands. d. What is her limiting velocity? Show how you deduce your result. 2 marks e. Assuming that the parachutist lands 8 seconds after she drops from the bridge, sketch the velocity-time graph of her motion from the time that she drops from the bridge unti 1 just after she lands, showingintercepts and key features. 3 marks Tota 1 14 marksOvelocity (m/s) time (s)17 SPECMATH EXAM 2 END OF QUESTION AND ANSWER BOOKWorking spaceSPECMATH SPECIALIST MATHEMATICS Written examinations 1 and 2 FORMULA SHEET Directions to students Detach this formula sheet during reading time. This formula sheet is provided for your reference. © BOARD OF STUDIES 2000 SPECMATH 2 Specialist Mathematics Formulas area of a trapezium:1 2 a+b()h curved surface area of a cylinder: 2πrh volume of a cylinder: πr 2 h volume of a cone:1 3πr 2 h volume of a pyramid:1 3 Ah volume of a sphere:4 3πr 3 area of a triangle:1 2 bc sin A sine rule:a sinA=b sinB=c cosine rule: c 2 = a 2 + b 2 – 2 ab cos C Coordinate geometry ellipse:x−h()2 a 2+y−k()2 b 2=1 hyperbola:x−h()2 a 2−y−k()2 b 2=1 Circular (trigometric) functions cos 2 x + sin 2 x = 1 1 + tan 2 x = sec 2 x cot 2 x + 1 = cosec 2 x sin(x + y) = sin x cos y + cos x sin y sin(x – y) = sin x cos y – cos x sin y cos(x + y) = cos x cos y – sin x sin y cos(x – y) = cos x cos y + sin x sin y tan(x + y) = tanx+tany 1−tanxtanytan(x – y) = tanx−tany 1+tanxtany cos 2 x = cos 2 x – sin 2 x = 2 cos 2 x – 1 = 1 – 2 sin 2 x sin 2 x = 2 sin x cos x tan 2 x = 2 tanx 1−tan 2 x function Sin–1 Cos–1 Tan–1 range[–1, 1] −π 2,π 2      [–1,1] [0, π]R −π 2,π 2      Algebra (Complex numbers) z = x + yi = r(cos θ + i sin θ) = r cis θ z=x 2+y 2=r –π < Arg z ≤ π z 1 z 2 = r 1 r 2 cis(θ1 + θ2)z 1 z 2=r 1 r 2 cisθ1−θ2() zn = rn cis nθ (de Moivre’s theorem)3 SPECMATH TURN OVERCalculus dxxn()=nxn−1∫xndx=1 n+1 xn+1+c,n≠−1 dxeax()=aeax∫eaxdx=1 aeax+c dx(logex)=1 x∫1 xdx=logex+c,forx>0 dxsinax()=acosax ∫sinaxdx=−1 acosax+c dxcosax()=−asinax ∫cosaxdx=1 asinax+c dxtanax()=asec 2 ax ∫sec 2 axdx=1 atanax+c dxSin−1 x()=1 1−x 2∫1 a 2−x 2 dx=Sin−1 x a+c,a>0 dxCos−1 x()=−1 1−x 2∫−1 a 2−x 2 dx=Cos−1 x a+c,a>0 dxTan−1 x()=1 1+x 2 ∫a a 2+x 2 dx=Tan−1 x a+c product rule:d dxuv()=udv dx+vdu quotient rule:d v      =vdu dx−udv v 2 chain rule:dy dx=dy mid-point rule: fx()dx≈b−a()fa+b 2      ∫ trapezoida 1 rule: fx()dx≈1 2 b−a()fa()+fb() ( ) ∫ Euler’s method: If dy dx=fx(), x 0 = a and y 0 = b, then xn + 1 = xn + h and yn + 1 = yn + h f (xn) acceleration: a=d 2 x dt 2=dv dt=vdv dx=d dx 1 2 v 2      constant (uniform) acceleration: v = u + at s = ut +1 2 at 2 v 2 = u 2 + 2 as s = 1 2 (u + v)tSPECMATH 4 Vectors in two and three dimensions r~=xi~+yj ~+zk~ |r~| = x 2+y 2+z 2= r r~1.r~2 = r 1 r 2 cos θ = x 1 x 2 + y 1 y 2 + z 1 z 2 ˙ r ~=dr~ dt=dx ~+dy ~+dz ~ momentum: p ~=mv~ equation of motion: R~=ma~ friction: F ≤ µN END OF FORMULA SHEET"
2001-heffernan-exam-2.txt,1,"Question 1 Consider the function xxxfR f sec)(where)2,2( : = →−ππ. a. Find the y-intercept of the graph of )(xfy=. __________________________________________________ __________________ __________________________________________________ __________________ 1 mark b. Sketch the graph of )(xfy= on the set of axes below. 2 marks c. Find )( 'xf __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ 1 mark ___________________________________________________ __________________ THE HEFFERNAN GROUP 2001 Specialist Maths Tria 1 Exam 2 3 d. Explain whether or not the graph of )(xfy= has a stationary point at the point where 0=x. __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ 1 mark e. Use the fact that xxxxxxxf 32 coscossin 2 sin)( ' '++= to find the coordinates of the point on the graph of )(xfy= where the gradient is a minimum. __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ 2 marks f. Verify that xxxfsec)(= is a solution to the differentia 1 equation )2 sin()(coseccosx sec)( ' ' 2 3 xxxfxxxf+= − __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ __________________________________________________ __________________ 2 marks Tota 1 9 marks ___________________________________________________ __________________ THE HEFFERNAN GROUP 2001 Specialist Maths Tria 1 Exam 2 4"
